item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q100151229,Rami Tahboub,NormalRank,Q1218,Jerusalem,true,true,false,,,,
Q100151842,Q100151842,NormalRank,Q2503295,Ein el-Sultan Refugee Camp,true,true,false,,,,
Q100151864,Q100151864,NormalRank,Q430776,Nazareth,true,true,false,,,,
Q100255658,Hanan Jarrar,NormalRank,Q374748,Jenin,true,true,false,,,,
Q100342199,Salman El Herfi,,,,,,false,,,,
Q100704897,Hazem Abu Shanab,NormalRank,Q85,Cairo,true,true,false,,,,
Q100708534,Muhammad Saadat,,,,,,false,,,,
Q100723375,Q100723375,,,,,,false,,,,
Q100742679,Q100742679,NormalRank,Q5776,Bethlehem,true,true,false,,,,
Q100997805,Q100997805,,,,,,false,,,,
Q100997806,Walid Abdel Rahim,NormalRank,Q148062,Zarqa,true,true,false,,,,
Q100997807,Safwat Ibraghith,,,,,,false,,,,
Q100997808,Ibrahim Al-Zabin,,,,,,false,,,,
Q100997809,Q100997809,,,,,,false,,,,
Q101055268,Adnan Abu al-Hayjaa,,,,,,false,,,,
Q101069177,Marwan Al Borini,,,,,,false,,,,
Q101069269,Taissir Aladjouri,,,,,,false,,,,
Q101069517,Izzat Abdul Hadi,NormalRank,Q214178,Nablus,true,true,false,,,,
Q101071327,Q101071327,NormalRank,Q82070,Tyre,true,true,false,,,,
Q101094664,Q101094664,NormalRank,Q309348,Khan Yunis,true,true,false,,,,
Q101095038,Antoinette Halas Sedin,,,,,,false,,,,
Q101112386,Q101112386,NormalRank,Q7403531,"Salama, Jaffa",true,false,false,,,,
Q101190577,Montaser Abu Zeid,NormalRank,Q1899332,Qabatiya,true,true,false,,,,
Q101755059,Hala Abou Hassira,NormalRank,Q47492,Gaza City,true,true,false,,,,
Q101771536,Q101771536,NormalRank,Q2574933,Halhul,true,true,false,,,,
Q101772998,Q101772998,NormalRank,Q1218,Jerusalem,true,true,false,,,,
Q101778213,Abdul Aziz Abu Ghosh,NormalRank,Q311326,Al-Bireh,true,true,false,,,,
Q101783725,Q101783725,NormalRank,Q4120556,Yavne,true,true,false,,,,
Q101792724,Q101792724,NormalRank,Q309348,Khan Yunis,true,true,false,,,,
Q101802184,Jilan Abdul Majid,,,,,,false,,,,
Q101830187,Hazem Shabat,NormalRank,Q1015472,Jabalia,true,true,false,,,,
Q101831476,Taghrid Senouar,,,,,,false,,,,
Q101833764,Asad Al Asad,NormalRank,Q2899514,Bayt Mahsir,true,false,false,,,,
Q102015800,Q102015800,NormalRank,Q5948939,Husan,true,true,false,,,,
Q102017803,Q102017803,NormalRank,Q1983186,Bani Suheila,true,true,false,,,,
Q102018577,Q102018577,,,,,,false,,,,
Q102022253,Q102022253,NormalRank,Q2829277,Al-Shati,true,true,false,,,,
Q102029577,Q102029577,NormalRank,Q5948939,Husan,true,true,false,,,,
Q102047791,Q102047791,,,,,,false,,,,
Q102176764,Q102176764,,,,,,false,,,,
Q102176913,Q102176913,,,,,,false,,,,
Q102177403,Q102177403,,,,,,false,,,,
Q102177510,Yousef Ramadan,,,,,,false,,,,
